"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Cluster"
"Bra020234","Bra020234","PF00097,PF05762,PF00092","PTHR11439","KOG1493","","","AT5G60710.1","","Zinc finger (C3HC4-type RING finger) family protein",36
"Bra009109","Bra009109","PF10890","","","","","AT5G05370.1","","Cytochrome b-c1 complex, subunit 8 protein",36
"Bra002322","Bra002322","PF04570","","","","","AT5G20700.1","","Protein of unknown function (DUF581)",36
"Bra030908","Bra030908","PF00076","PTHR10432","KOG0148","","","AT1G54080.1","UBP1A","oligouridylate-binding protein 1A",36
"Bra005177","Bra005177","PF00249","PTHR10641","KOG0048","","K09422","AT2G37630.1","AS1,ATMYB91,ATPHAN,MYB91","myb-like HTH transcriptional regulator family protein",36
"Bra038957","Bra038957","PF02990","PTHR10766","KOG1277","","","AT5G37310.1","","Endomembrane protein 70 protein family",36
"Bra037962","Bra037962","PF00076","PTHR10432","KOG0148","","","AT1G54080.1","UBP1A","oligouridylate-binding protein 1A",36
"Bra039109","Bra039109","PF00400,PF00344","PTHR22850","","","","AT5G58230.1","ATMSI1,MEE70,MSI1","Transducin/WD40 repeat-like superfamily protein",36
"Bra013462","Bra013462","","PTHR13768","KOG1585","","","AT4G20410.1","GAMMA-SNAP,GSNAP","gamma-soluble NSF attachment protein",36
"Bra002485","Bra002485","PF08246,PF00112","PTHR12411","KOG1543","3.4.22.16","K01366","AT5G60360.1","AALP,ALP,SAG2","aleurain-like protease",36
"Bra011315","Bra011315","","","","","","AT4G32020.1","","",36
"Bra014042","Bra014042","PF00069,PF07714","PTHR22985","KOG0606","","","AT1G45160.2","","Protein kinase superfamily protein",36
"Bra036247","Bra036247","","","","","","AT4G02715.1","","",36
"Bra000849","Bra000849","PF00400","PTHR19847","KOG0266","","K11801","AT4G03020.1","","transducin family protein / WD-40 repeat family protein",36
"Bra018338","Bra018338","PF00899,PF10585,PF02134,PF09358","PTHR10953","KOG2012","6.3.2.19","K03178","AT2G30110.1","ATUBA1,MOS5,UBA1","ubiquitin-activating enzyme 1",36
"Bra029472","Bra029472*","PF03650","PTHR14154","KOG1589","","","AT1G64590.1","","NAD(P)-binding Rossmann-fold superfamily protein",36
"Bra029473","Bra029473*","PF08387","","","","","AT5G18770.1","","F-box/FBD-like domains containing protein",36
"Bra004834","Bra004834*","PF00232","PTHR10353","","","","AT2G44450.1","BGLU15","beta glucosidase 15",36
"Bra004835","Bra004835*","PF00232","PTHR10353","KOG0626","3.2.1.21","K01188","AT2G44450.1","BGLU15","beta glucosidase 15",36
"Bra004836","Bra004836*","PF00232","PTHR10353","KOG0626","","","AT5G44640.1","BGLU13","beta glucosidase 13",36
"Bra027302","Bra027302*","PF11721,PF00069,PF07714","PTHR23258","KOG1187","","","AT3G14840.2","","Leucine-rich repeat transmembrane protein kinase",36
"Bra027306","Bra027306*","PF11721,PF07714,PF00069","PTHR23258","KOG1187","","","AT3G14840.2","","Leucine-rich repeat transmembrane protein kinase",36
"Bra027307","Bra027307*","PF00560,PF11721,PF07714,PF00069","PTHR23258","KOG1187","","","AT3G14840.2","","Leucine-rich repeat transmembrane protein kinase",36
"Bra018009","Bra018009*","PF00380","PTHR21569","KOG1697","","K02996","AT3G49080.1","","Ribosomal protein S5 domain 2-like superfamily protein",36
"Bra018010","Bra018010*","PF00069,PF07714","PTHR22986","KOG0198","","","AT3G45670.1","","Protein kinase superfamily protein",36
"Bra031191","Bra031191*","PF00899,PF10585,PF02134","PTHR10953","KOG2013","6.3.2.19","K10685","AT2G21470.1","ATSAE2,EMB2764,SAE2","SUMO-activating enzyme 2",36
"Bra031192","Bra031192*","PF00257","","","","","AT2G21490.1","LEA","dehydrin LEA",36
"Bra032018","Bra032018*","PF00083,PF07690","PTHR11600","KOG0254","","","AT3G03090.1","AtVGT1,VGT1","vacuolar glucose transporter 1",36
"Bra032019","Bra032019*","PF00107","PTHR11695","KOG1196","1.3.1.74","K08070","AT5G16970.1","AER,AT-AER","alkenal reductase",36
"Bra017769","Bra017769*","PF00382","PTHR11618","KOG1597","","K03124","AT4G36650.1","ATPBRP,PBRP","plant-specific TFIIB-related protein",36
"Bra017770","Bra017770*","PF06708","","","","","AT4G36660.1","","Protein of unknown function (DUF1195)",36
"Bra017771","Bra017771*","PF00083,PF07690","PTHR11600","KOG0254","","","AT4G36670.1","","Major facilitator superfamily protein",36
"Bra032664","Bra032664*","PF04054","PTHR13162","KOG1831","","","AT1G02080.1","","transcription regulators",36
"Bra032665","Bra032665*","PF00847","","","","","AT2G44840.1","ATERF13,EREBP,ERF13","ethylene-responsive element binding factor 13",36
"Bra032666","Bra032666*","PF01399","PTHR15350","KOG3250","","K12180","AT1G02090.1","ATCSN7,COP15,CSN7,FUS5","Proteasome component (PCI) domain protein",36
"Bra007283","Bra007283","PF01529","PTHR22883","","","","AT5G05070.1","","DHHC-type zinc finger family protein",37
"Bra013132","Bra013132","","PTHR13168","","","","AT2G14045.1","","",37
"Bra033389","Bra033389","","","","","","AT1G03320.1","","",37
"Bra011116","Bra011116","PF04718","","","3.6.3.14","K02140","AT4G29480.1","","Mitochondrial ATP synthase subunit G protein",37
"Bra036823","Bra036823","PF09202,PF01163,PF06293","PTHR10593","KOG2268","2.7.11.1","K07179","AT3G51270.1","","protein serine/threonine kinases;ATP binding;catalytics",37
"Bra039713","Bra039713*","","","","","","AT4G14805.1","","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein",37
"Bra039714","Bra039714*","PF00227","PTHR11599","KOG0177","3.4.25.1","K02734","AT3G22630.1","PBD1,PRCGB","20S proteasome beta subunit D1",37
"Bra006748","Bra006748","PF00160","PTHR11071","KOG0880","","","AT5G58710.1","ROC7","rotamase CYP 7",38
"Bra004850","Bra004850","PF00025,PF00071,PF08477,PF04670,PF09439,PF00009","PTHR11708","KOG0094","","K07893","AT2G44610.1","ATRAB6A,ATRABH1B,RAB6,RAB6A","Ras-related small GTP-binding family protein",38
"Bra020980","Bra020980","PF01399","PTHR10539","KOG2908","","K03039","AT4G19006.1","","Proteasome component (PCI) domain protein",38
"Bra013223","Bra013223*","PF04720","","","","","AT3G25240.1","","Protein of unknown function (DUF506)",38
"Bra013224","Bra013224*","PF00254,PF00515,PF07719","PTHR10516","KOG0543","5.2.1.8","K09571","AT3G25230.1","ATFKBP62,FKBP62,ROF1","rotamase FKBP 1",38
"Bra011488","Bra011488","PF00076,PF00658","PTHR10432","KOG0123","","K13126","AT4G34110.1","ATPAB2,PAB2,PABP2","poly(A) binding protein 2",39
"Bra020040","Bra020040","PF00069,PF07714,PF00036","PTHR22982","KOG0032","2.7.11.1","K13412","AT5G19450.1","CDPK19,CPK8","calcium-dependent protein kinase 19",39
"Bra010085","Bra010085","PF00249","PTHR10641","KOG0048","","","AT5G62470.2","ATMYB96,MYB96,MYBCOV1","myb domain protein 96",39
"Bra024214","Bra024214","","","","","","AT4G28260.1","","",39
"Bra026231","Bra026231","PF00025,PF00071,PF08477,PF04670,PF00009","PTHR11708","KOG0098","","K07976","AT4G17170.1","AT-RAB2,ATRAB-B1B,ATRAB2A,ATRABB1C,RAB-B1B,RAB2A,RABB1C","RAB GTPase homolog B1C",39
"Bra003062","Bra003062","PF04043,PF01095","PTHR22931:SF5","","","","AT5G53370.1","ATPMEPCRF,PMEPCRF","pectin methylesterase PCR fragment F",39
"Bra020051","Bra020051","PF04398","","","","","AT5G19590.1","","Protein of unknown function, DUF538",39
"Bra002703","Bra002703","PF02861","PTHR11638","KOG1051","","","AT5G57710.1","","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein",39
"Bra025461","Bra025461","","PTHR23160","KOG0978","","","AT5G41790.1","CIP1","COP1-interactive protein 1",39
"Bra019792","Bra019792","PF03223","PTHR10137","KOG2909","3.6.3.14","K02148","AT1G12840.1","ATVHA-C,DET3","vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump C subunit (DET3)",39
"Bra019433","Bra019433","PF01433,PF11940","PTHR11533","KOG1046","3.4.11.2","K01256","AT1G63770.5","","Peptidase M1 family protein",39
"Bra033837","Bra033837","PF00335","","KOG3882","","","AT3G45600.1","TET3","tetraspanin3",39
"Bra003063","Bra003063","PF07724,PF07728,PF00004,PF10431","PTHR11262","KOG0745","","K03544","AT5G53350.1","CLPX","CLP protease regulatory subunit X",39
"Bra029067","Bra029067","PF00310,PF04898,PF01645,PF01493,PF07992,PF00070,PF03486,PF01593","PTHR11938","KOG0399","1.4.1.13,1.4.1.14","K00264","AT5G53460.1","GLT1","NADH-dependent glutamate synthase 1",39
"Bra023045","Bra023045","PF07526,PF05920,PF00046","PTHR11850","KOG0773","","","AT2G35940.1","BLH1,EDA29","BEL1-like homeodomain 1",39
"Bra027866","Bra027866","PF00931","","KOG4658","","","AT1G58390.1","","Disease resistance protein (CC-NBS-LRR class) family",39
"Bra003617","Bra003617","PF00581","PTHR11364","KOG1529","2.8.1.1,2.8.1.2","K01011","AT1G79230.1","ATMST1,ATRDH1,MST1,ST1,STR1","mercaptopyruvate sulfurtransferase 1",39
"Bra016674","Bra016674","PF00561","PTHR11005","","","","AT1G15060.1","","Uncharacterised conserved protein UCP031088, alpha/beta hydrolase",39
"Bra038835","Bra038835","PF00690,PF00122,PF00702","PTHR11939","KOG0205","3.6.3.6","K01535","AT2G18960.1","AHA1,HA1,OST2,PMA","H(+)-ATPase 1",39
"Bra020599","Bra020599","PF00999","PTHR10110","KOG1965","","","AT5G27150.1","AT-NHX1,ATNHX,ATNHX1,NHX1","Na+/H+ exchanger 1",40
"Bra034989","Bra034989","PF02221","","KOG4680","","","AT3G44100.1","","MD-2-related lipid recognition domain-containing protein",40
"Bra027736","Bra027736","PF00847","","","","","AT1G64380.1","","Integrase-type DNA-binding superfamily protein",40
"Bra037358","Bra037358","PF00917","PTHR10420","KOG1987","","","AT4G00780.1","","TRAF-like family protein",40
"Bra018695","Bra018695","PF04043","","","","","AT1G47960.1","ATC/VIF1,C/VIF1","cell wall / vacuolar inhibitor of fructosidase 1",40
"Bra015594","Bra015594","","","","","","AT1G07610.1","MT1C","metallothionein 1C",40
"Bra019928","Bra019928","PF01521","PTHR10072","KOG1120","","K13628","AT1G10500.1","ATCPISCA,CPISCA","chloroplast-localized ISCA-like protein",40
"Bra000739","Bra000739","PF02453","PTHR10994","KOG1792","","","AT4G11220.1","BTI2,RTNLB2","VIRB2-interacting protein 2",41
"Bra013171","Bra013171","PF00892","PTHR22911","KOG4510","","","AT2G05755.1","","Nodulin MtN21 /EamA-like transporter family protein",41
"Bra018232","Bra018232","PF00255,PF00578,PF08534","PTHR11592","KOG1651","1.11.1.9","K00432","AT2G31570.1","ATGPX2,GPX2","glutathione peroxidase 2",41
"Bra006710","Bra006710*","PF03171","PTHR10209","KOG0143","","","AT5G59540.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",41
"Bra006711","Bra006711*","PF03171","PTHR10209","KOG0143","","","AT5G59540.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",41
"Bra006712","Bra006712*","PF03171","PTHR10209","KOG0143","","","AT5G59540.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",41
"Bra006713","Bra006713*","PF03171","PTHR10209","KOG0143","","","AT5G59540.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",41
"Bra006714","Bra006714*","PF03171","PTHR10209","","","","AT5G59530.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",41
"Bra014730","Bra014730","","","","","","AT3G55646.1","","",42
"Bra010483","Bra010483","PF00076","PTHR10432","KOG0131","","","AT4G24770.1","ATRBP31,ATRBP33,CP31,RBP31","31-kDa RNA binding protein",42
"Bra013563","Bra013563","PF04511","PTHR11009","KOG0858","","","AT4G21810.1","DER2.1","DERLIN-2.1",42
"Bra037215","Bra037215","PF00023,PF01529","PTHR22883","KOG0509","","","AT2G14255.1","","Ankyrin repeat family protein with DHHC zinc finger domain",42
"Bra001009","Bra001009","PF01145","PTHR10264","KOG2620","","","AT3G01290.1","","SPFH/Band 7/PHB domain-containing membrane-associated protein family",42
"Bra035067","Bra035067","PF01453,PF08276","","","","","AT1G78830.1","","Curculin-like (mannose-binding) lectin family protein",42
"Bra013931","Bra013931","PF01263","PTHR11122","KOG1594","","","AT4G25900.1","","Galactose mutarotase-like superfamily protein",42
"Bra029614","Bra029614*","PF00544","","","4.2.2.2","K01728","AT3G07010.1","","Pectin lyase-like superfamily protein",42
"Bra029615","Bra029615*","PF03033","PTHR11926:SF2","KOG1192","2.4.1.173","K05841","AT3G07020.2","","UDP-Glycosyltransferase superfamily protein",42
"Bra009609","Bra009609*","","","","","","AT5G02160.1","","",42
"Bra009610","Bra009610*","PF00314","","","","","AT5G02140.1","","Pathogenesis-related thaumatin superfamily protein",42
"Bra013924","Bra013924","PF04535","PTHR11615","","","","AT4G25830.1","","Uncharacterised protein family (UPF0497)",43
"Bra040100","Bra040100","PF09598,PF04774","PTHR12299","KOG2945","","","AT4G16830.1","","Hyaluronan / mRNA binding family",43
"Bra036908","Bra036908","PF04844","","","","","AT4G14860.1","atofp11,OFP11","ovate family protein 11",43
"Bra002710","Bra002710","PF01261","","","5.3.1.5","K01805","AT5G57655.2","","xylose isomerase family protein",43
"Bra032196","Bra032196","PF00025,PF00071,PF08477,PF04670","PTHR11708","KOG0080","","K07910","AT1G43890.1","ATRAB-C1,ATRAB18,ATRABC1,RAB18,RAB18-1,RABC1","RAB GTPASE HOMOLOG B18",43
"Bra030622","Bra030622","PF00560,PF07714,PF00069","PTHR23258","KOG1187","","","AT1G05700.1","","Leucine-rich repeat transmembrane protein kinase protein",43
"Bra021314","Bra021314","","","","","","","","",43
"Bra039925","Bra039925","PF06241","","","","","AT5G43745.1","","Protein of unknown function (DUF1012)",43
"Bra007840","Bra007840","PF02362,PF00076,PF00098","PTHR10548","KOG0107","","","AT2G24650.1","","DNA binding;DNA binding;sequence-specific DNA binding transcription factors",43
"Bra024547","Bra024547","PF00076","PTHR10432","KOG0149","","","AT1G22910.1","","RNA-binding (RRM/RBD/RNP motifs) family protein",43
"Bra019307","Bra019307","PF00230","PTHR19139","KOG0223","","K09872","AT4G00430.1","PIP1;4,PIP1E,TMP-C","plasma membrane intrinsic protein 1;4",43
"Bra025671","Bra025671","PF01694","PTHR22936","KOG2980","","","AT1G18600.1","ATRBL12,RBL12","RHOMBOID-like protein 12",43
"Bra022804","Bra022804","PF07765","","","","","AT2G30500.1","","Kinase interacting (KIP1-like) family protein",43
"Bra030082","Bra030082","PF05678","","","","","AT1G28280.2","","VQ motif-containing protein",43
"Bra025376","Bra025376","PF01095","","","3.1.1.11","K01051","AT3G29090.1","ATPME31,PME31","pectin methylesterase 31",43
"Bra032484","Bra032484","","","","","","AT1G05065.1","CLE20","CLAVATA3/ESR-RELATED 20",43
"Bra005335","Bra005335","PF07777,PF00170,PF07716","PTHR22952","","","K09060","AT2G35530.1","AtbZIP16,bZIP16","basic region/leucine zipper transcription factor 16",43
"Bra012753","Bra012753","PF00400","PTHR19923","KOG0285","","K12862","AT4G15900.1","PRL1","pleiotropic regulatory locus 1",43
"Bra014238","Bra014238","PF08737","","","","","AT1G50120.1","","",43
"Bra017267","Bra017267*","PF03134","PTHR12300","KOG1726","","","AT2G36020.1","HVA22J","HVA22-like protein J",43
"Bra017268","Bra017268*","PF02319","PTHR12081","KOG2577","","","AT2G36010.1","ATE2FA,E2F3","E2F transcription factor 3",43
"Bra023023","Bra023023","PF05191","PTHR23359","","","","AT5G47840.1","AMK2","adenosine monophosphate kinase",44
"Bra022505","Bra022505","PF04884","PTHR12770","KOG4249","","","AT5G49820.1","EMB1879,RUS6","Protein of unknown function, DUF647",44
"Bra003716","Bra003716","PF03547","","KOG2722","","","AT1G76520.1","","Auxin efflux carrier family protein",44
"Bra013430","Bra013430","PF07819,PF02450,PF00561,PF05057","PTHR11440","KOG2369","","","AT4G19860.1","","alpha/beta-Hydrolases superfamily protein",44
"Bra014195","Bra014195","","","","","","AT1G49500.1","","",44
"Bra019908","Bra019908","","","","","","AT1G10660.1","","",44
"Bra001501","Bra001501","PF00400","PTHR22847","KOG4532","","","AT3G13340.1","","Transducin/WD40 repeat-like superfamily protein",44
"Bra015065","Bra015065","PF04367","","","","","AT2G20120.1","COV1","Protein of unknown function (DUF502)",44
"Bra028849","Bra028849","","","","","","AT5G03120.1","","",44
"Bra002220","Bra002220","","","","","","AT5G19190.1","","",44
"Bra004188","Bra004188","PF01554","PTHR11206","KOG1347","","","AT1G66760.2","","MATE efflux family protein",44
"Bra026253","Bra026253","PF00249","","","","","AT5G47390.1","","myb-like transcription factor family protein",44
"Bra016284","Bra016284","PF03105,PF03124","PTHR10783","KOG1162","","","AT1G35350.1","","EXS (ERD1/XPR1/SYG1) family protein",44
"Bra013904","Bra013904","","","","","","AT4G25620.1","","hydroxyproline-rich glycoprotein family protein",44
"Bra024474","Bra024474","PF00010","PTHR12565:SF7","","","","AT2G18300.1","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",44
"Bra038649","Bra038649*","PF08240,PF00107","PTHR11695","KOG0022","","","AT5G63620.1","","GroES-like zinc-binding alcohol dehydrogenase family protein",44
"Bra038650","Bra038650*","PF00270,PF04851,PF00271","PTHR10967","KOG0342","","","AT5G63630.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein",44
"Bra029362","Bra029362*","","","","","","AT5G23200.1","","",44
"Bra029363","Bra029363*","PF00450","PTHR11802","KOG1282","","","AT5G23210.1","SCPL34","serine carboxypeptidase-like 34",44
"Bra033713","Bra033713*","PF03767","","","","","AT5G44020.1","","HAD superfamily, subfamily IIIB acid phosphatase",44
"Bra033714","Bra033714*","PF03552","PTHR13301:SF1","","2.4.1.12","K10999","AT5G44030.1","CESA4,IRX5,NWS2","cellulose synthase A4",44
"Bra030587","Bra030587","","","","","","AT1G04730.1","CTF18","P-loop containing nucleoside triphosphate hydrolases superfamily protein",45
"Bra032166","Bra032166","PF00503","PTHR10218","KOG0082","","","AT2G23460.1","ATXLG1,XLG1","extra-large G-protein 1",45
"Bra019560","Bra019560","PF03083","PTHR10791","KOG1623","","","AT3G48740.1","","Nodulin MtN3 family protein",45
"Bra024531","Bra024531","PF07719,PF00515","PTHR23083","","","","AT1G22700.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",45
"Bra023688","Bra023688","PF00462","PTHR10168","KOG1752","","","AT5G18600.1","","Thioredoxin superfamily protein",45
"Bra018039","Bra018039","PF03083","PTHR10791","KOG1623","","","AT3G48740.1","","Nodulin MtN3 family protein",45
"Bra022923","Bra022923","PF00917","PTHR10420","KOG1987","","","AT2G32870.1","","TRAF-like family protein",45
"Bra004066","Bra004066","","","","","","AT1G67870.1","","glycine-rich protein",45
"Bra004267","Bra004267","","","","","","AT1G67870.1","","glycine-rich protein",45
"Bra012364","Bra012364","PF00407,PF10604","","","","","AT1G23130.1","","Polyketide cyclase/dehydrase and lipid transport superfamily protein",45
"Bra020949","Bra020949","","","","","","AT4G19840.1","ATPP2-A1,ATPP2A-1,PP2-A1","phloem protein 2-A1",45
"Bra026905","Bra026905","PF00076","PTHR23365","","","","AT5G03495.1","","RNA-binding (RRM/RBD/RNP motifs) family protein",45
"Bra027355","Bra027355*","PF00847","","","","K09286","AT3G14230.3","RAP2.2","related to AP2 2",45
"Bra027356","Bra027356*","PF00657","PTHR22835:SF27","","","","AT5G40990.1","GLIP1","GDSL lipase 1",45
"Bra027792","Bra027792*","PF00069,PF07714","PTHR22986","KOG0198","","","AT1G63700.1","EMB71,MAPKKK4,YDA","Protein kinase superfamily protein",45
"Bra027793","Bra027793*","PF02225,PF04258","PTHR12174","KOG2442","","","AT1G63690.1","ATSPPL2,SPPL2","SIGNAL PEPTIDE PEPTIDASE-LIKE 2",45
"Bra033879","Bra033879","PF02201","PTHR13844","","","","AT1G31760.1","","SWIB/MDM2 domain superfamily protein",46
"Bra021990","Bra021990","PF00281,PF00673","PTHR11994","KOG0397","","","AT2G42740.1","RPL16A","ribosomal protein large subunit 16A",46
"Bra018184","Bra018184","PF00091,PF03953","PTHR11588","KOG1375","","K07375","AT5G62700.1","TUB3","tubulin beta chain 3",46
"Bra029591","Bra029591","","","","","","AT3G06600.1","","",46
"Bra009292","Bra009292","PF02458","","","","","AT5G07080.1","","HXXXD-type acyl-transferase family protein",46
"Bra006289","Bra006289","PF00163,PF01479","PTHR11831","KOG3301","","K02997","AT5G15200.1","","Ribosomal protein S4",46
"Bra014081","Bra014081","","PTHR10483","","","","AT1G47580.1","","Pentatricopeptide repeat (PPR) superfamily protein",46
"Bra027911","Bra027911","PF01105","PTHR22811","KOG1691","","","AT1G57620.1","","emp24/gp25L/p24 family/GOLD family protein",46
"Bra006626","Bra006626","PF00687","PTHR23105","KOG1570","","","AT5G22450.1","","",46
"Bra004722","Bra004722","PF00687","PTHR23105","KOG1569","","","AT2G42710.1","","Ribosomal protein L1p/L10e family",46
"Bra011664","Bra011664","PF00181,PF03947","PTHR13691","KOG2309","","K02938","AT4G36130.1","","Ribosomal protein L2 family",46
"Bra002483","Bra002483","PF00009,PF03144,PF03143","PTHR23115","KOG0052","3.6.5.3","K03231","AT1G07920.1","","GTP binding Elongation factor Tu family protein",46
"Bra030292","Bra030292","PF03297","PTHR12850","KOG1767","","K02975","AT4G39200.1","","Ribosomal protein S25 family protein",46
"Bra005759","Bra005759","","PTHR23083","","","","AT5G02590.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",46
"Bra028546","Bra028546","PF01246","PTHR10792","KOG1722","","","AT3G53020.1","RPL24,RPL24B,STV1","Ribosomal protein L24e family protein",46
"Bra036117","Bra036117","PF01282","PTHR10496","KOG3424","","K02974","AT3G04920.1","","Ribosomal protein S24e family protein",46
"Bra020280","Bra020280","PF00410","PTHR11758","KOG1754","","K02957","AT5G59850.1","","Ribosomal protein S8 family protein",46
"Bra008643","Bra008643","PF01251","PTHR11278","KOG3320","","K02993","AT5G16130.1","","Ribosomal protein S7e family protein",46
"Bra001127","Bra001127","PF01015","PTHR11830","KOG1628","","K02984","AT4G34670.1","","Ribosomal protein S3Ae",46
"Bra001156","Bra001156","PF00828","PTHR10934","KOG1714","","K02883","AT3G05590.1","RPL18","ribosomal protein L18",46
"Bra009577","Bra009577","PF00831","PTHR13872","KOG3436","","K02918","AT5G02610.1","","Ribosomal L29 family protein",46
"Bra010455","Bra010455","PF01269,PF08704","PTHR10335","KOG1596","","","AT4G25630.1","ATFIB2,FIB2","fibrillarin 2",46
"Bra005784","Bra005784","PF01200","PTHR10769","KOG3502","","K02979","AT5G03850.1","","Nucleic acid-binding, OB-fold-like protein",46
"Bra035939","Bra035939","PF01090","PTHR11710","KOG3411","","","AT5G61170.1","","Ribosomal protein S19e family protein",46
"Bra023104","Bra023104","PF03946,PF00298","PTHR11661","KOG0886","","","AT3G53430.1","","Ribosomal protein L11 family protein",46
"Bra024896","Bra024896","PF01467","PTHR12039","","","","AT2G01220.2","","Nucleotidylyl transferase superfamily protein",46
"Bra001154","Bra001154","PF01776","PTHR10064","KOG3434","","","AT3G05560.1","","Ribosomal L22e protein family",46
"Bra009431","Bra009431","PF00833","PTHR10732","KOG0187","","K02962","AT5G04800.1","","Ribosomal S17 family protein",46
"Bra026484","Bra026484","PF00366","PTHR10744","KOG1728","","K02949","AT5G23740.1","RPS11-BETA","ribosomal protein S11-beta",46
"Bra016062","Bra016062","PF00318","PTHR11489","KOG0830","","","AT1G72370.1","AP40,P40,RP40,RPSAA","40s ribosomal protein SA",46
"Bra034800","Bra034800","PF00582","","","","","AT3G11930.2","","Adenine nucleotide alpha hydrolases-like superfamily protein",46
"Bra005296","Bra005296","PF00411","PTHR11759","KOG0407","","K02955","AT3G11510.1","","Ribosomal protein S11 family protein",46
"Bra011871","Bra011871","PF03297","PTHR12850","KOG1767","","K02975","AT4G39200.1","","Ribosomal protein S25 family protein",46
"Bra001213","Bra001213","PF01779","PTHR12884","","","K02905","AT3G06680.1","","Ribosomal L29e protein family",46
"Bra040409","Bra040409","PF01015","PTHR11830","KOG1628","","","AT4G34670.1","","Ribosomal protein S3Ae",46
"Bra034834","Bra034834","PF01423","PTHR10553","KOG1780","","K11099","AT3G11500.1","","Small nuclear ribonucleoprotein family protein",46
"Bra001450","Bra001450","PF01849","PTHR21713","KOG2239","","K03626","AT3G12390.1","","Nascent polypeptide-associated complex (NAC), alpha subunit family protein",46
"Bra028856","Bra028856","PF00164","PTHR11652","KOG1749","","K02973","AT5G02960.1","","Ribosomal protein S12/S23 family protein",46
"Bra001911","Bra001911","PF00935","PTHR10369","KOG3464","","K02929","AT3G23390.1","","Zinc-binding ribosomal protein family protein",46
"Bra014387","Bra014387","PF01248","PTHR23105","KOG3166","","","AT3G62870.1","","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein",46
"Bra028708","Bra028708","PF08071,PF01479,PF00900,PF00467","PTHR11581","KOG0378","","K02987","AT5G07090.1","","Ribosomal protein S4 (RPS4A) family protein",46
"Bra029751","Bra029751","PF00139","","","","","AT3G09190.1","","Concanavalin A-like lectin family protein",46
"Bra035298","Bra035298","PF00297","PTHR11363","KOG0746","","K02925","AT1G43170.1","ARP1,emb2207,RP1,RPL3A","ribosomal protein 1",46
"Bra013215","Bra013215","PF00861","PTHR23410","KOG0875","","K02932","AT3G25520.1","ATL5,OLI5,PGY3,RPL5A","ribosomal protein L5",46
"Bra004654","Bra004654","PF00333,PF03719","PTHR13718","KOG0877","","K02981","AT1G58983.1","","Ribosomal protein S5 family protein",46
"Bra028778","Bra028778","PF00833","PTHR10732","KOG0187","","K02962","AT5G04800.1","","Ribosomal S17 family protein",46
"Bra015088","Bra015088","PF00572","PTHR11545","KOG3204","","K02872","AT3G24830.1","","Ribosomal protein L13 family protein",46
"Bra007669","Bra007669","PF00481","PTHR13832","KOG0698","","","AT3G62260.1","","Protein phosphatase 2C family protein",46
"Bra033346","Bra033346","PF01280","PTHR10722","KOG1696","","","AT3G16780.1","","Ribosomal protein L19e family protein",46
"Bra010943","Bra010943","PF00237","PTHR11593","KOG3353","","K02880","AT1G27400.1","","Ribosomal protein L22p/L17e family protein",46
"Bra013284","Bra013284","PF01655","PTHR23413","KOG0878","","K02912","AT4G18100.1","","Ribosomal protein L32e",46
"Bra006768","Bra006768","PF11793,PF08071,PF01479,PF00900,PF00467","PTHR12389","KOG0803","","","AT5G58410.1","","HEAT/U-box domain-containing protein",46
"Bra020681","Bra020681","PF00572","PTHR11545","KOG3204","","K02872","AT5G48760.1","","Ribosomal protein L13 family protein",46
"Bra023052","Bra023052","PF00411","PTHR11759","KOG0407","","K02955","AT3G11510.1","","Ribosomal protein S11 family protein",46
"Bra036669","Bra036669","PF00572","PTHR11545","KOG3204","","K02872","AT3G24830.1","","Ribosomal protein L13 family protein",46
"Bra011551","Bra011551","PF01015","PTHR11830","KOG1628","","","AT4G34670.1","","Ribosomal protein S3Ae",46
"Bra019662","Bra019662","PF00252","PTHR11726","","","","AT1G14320.1","RPL10,RPL10A,SAC52","Ribosomal protein L16p/L10e family protein",46
"Bra034643","Bra034643","PF01015","PTHR11830","KOG1628","","K02984","AT4G34670.1","","Ribosomal protein S3Ae",46
"Bra038714","Bra038714","PF00023","PTHR18958","KOG4412","","","AT3G12360.1","ITN1","Ankyrin repeat family protein",46
"Bra006629","Bra006629","","","","","","AT5G22650.2","ATHD2,ATHD2B,HD2,HD2B,HDA4,HDT02,HDT2","histone deacetylase 2B",46
"Bra003949","Bra003949","PF04874","PTHR23405","KOG3064","","","AT1G23280.1","","MAK16 protein-related",46
