"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Cluster"
"Bra015219","Bra015219","PF00201","PTHR11926","KOG1192","","","AT2G15480.1","UGT73B5","UDP-glucosyl transferase 73B5",16
"Bra011735","Bra011735","PF00447","PTHR10015","KOG0627","","","AT4G36990.1","AT-HSFB1,ATHSF4,HSF4,HSFB1","heat shock factor 4",16
"Bra033382","Bra033382","","","","","","AT1G03290.1","","",16
"Bra003677","Bra003677","PF08449,PF00892,PF03151","PTHR11132","KOG1441","","","AT1G77610.1","","EamA-like transporter family protein",16
"Bra013584","Bra013584","PF03106","","","","","AT4G22070.1","ATWRKY31,WRKY31","WRKY DNA-binding protein 31",16
"Bra037739","Bra037739","PF04043,PF01095","","","","","AT2G43050.1","ATPMEPCRD","Plant invertase/pectin methylesterase inhibitor superfamily",16
"Bra025882","Bra025882*","PF07645,PF00069,PF07714","PTHR23258","KOG1187","","","AT1G21270.1","WAK2","wall-associated kinase 2",16
"Bra025883","Bra025883*","PF07645,PF00069,PF07714","PTHR23258","KOG1187","","","AT1G21270.1","WAK2","wall-associated kinase 2",16
"Bra025884","Bra025884*","PF07645,PF00069,PF07714","PTHR23258","KOG1187","","","AT1G21250.1","PRO25,WAK1","cell wall-associated kinase",16
"Bra025886","Bra025886*","PF07645,PF00069,PF07714","PTHR23258","KOG1187","","","AT1G21230.1","WAK5","wall associated kinase 5",16
"Bra029392","Bra029392*","PF01946,PF01494,PF01266,PF00890,PF08491","PTHR13789","KOG1298","","","AT5G24150.1","SQE5,SQP1","FAD/NAD(P)-binding oxidoreductase family protein",16
"Bra029393","Bra029393*","PF01946,PF01494,PF01266,PF00890,PF01134,PF08491","PTHR13789","KOG1298","","","AT5G24150.1","SQE5,SQP1","FAD/NAD(P)-binding oxidoreductase family protein",16
"Bra012753","Bra012753","PF00400","PTHR19923","KOG0285","","K12862","AT4G15900.1","PRL1","pleiotropic regulatory locus 1",17
"Bra018214","Bra018214","PF11721,PF00069,PF07714","PTHR23258","KOG1187","","","AT3G46290.1","HERK1","hercules receptor kinase 1",17
"Bra018232","Bra018232","PF00255,PF00578,PF08534","PTHR11592","KOG1651","1.11.1.9","K00432","AT2G31570.1","ATGPX2,GPX2","glutathione peroxidase 2",17
"Bra037380","Bra037380","","","","","","AT4G01150.1","","",17
"Bra015594","Bra015594","","","","","","AT1G07610.1","MT1C","metallothionein 1C",17
"Bra020051","Bra020051","PF04398","","","","","AT5G19590.1","","Protein of unknown function, DUF538",17
"Bra037055","Bra037055","","","","","","AT4G13530.1","","",17
"Bra039499","Bra039499","PF00168","PTHR10336","","","","AT3G47290.1","ATPLC8,PLC8","phosphatidylinositol-speciwc phospholipase C8",17
"Bra008392","Bra008392*","PF04725","","","","K03541","AT1G79040.1","PSBR","photosystem II subunit R",17
"Bra008393","Bra008393*","PF00154,PF06745,PF08423","PTHR22942","KOG1433","","","AT1G79050.1","","recA DNA recombination family protein",17
"Bra022138","Bra022138","PF04526,PF03188","PTHR23130","KOG4293","","","AT5G47530.1","","Auxin-responsive family protein",18
"Bra031739","Bra031739","PF02990","PTHR10766","KOG1277","","","AT1G10950.1","AtTMN1,TMN1","transmembrane nine 1",18
"Bra000563","Bra000563","PF02362","","","","","AT2G24690.1","","Transcriptional factor B3 family protein",18
"Bra020112","Bra020112","","","","","","AT5G20610.1","","",18
"Bra023658","Bra023658","PF02519","","","","K14488","AT5G18020.1","","SAUR-like auxin-responsive protein family",18
"Bra022857","Bra022857","","","","","","AT2G31600.1","","",18
"Bra010391","Bra010391","PF06203","","","","","AT4G27900.1","","CCT motif family protein",18
"Bra030817","Bra030817","PF00515","PTHR22904","","","","AT1G56090.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",18
"Bra025671","Bra025671","PF01694","PTHR22936","KOG2980","","","AT1G18600.1","ATRBL12,RBL12","RHOMBOID-like protein 12",18
"Bra035269","Bra035269","PF10382","","","","","AT4G10890.1","","",18
"Bra006555","Bra006555","PF00023,PF01529","PTHR22883","","","","AT5G20350.1","TIP1","Ankyrin repeat family protein with DHHC zinc finger domain",18
"Bra005976","Bra005976","PF00808","PTHR11064","KOG0871","","","AT5G23090.1","NF-YB13","nuclear factor Y, subunit B13",18
"Bra004879","Bra004879","","PTHR23163","KOG0978","6.3.2.19","K10696","AT2G44950.1","HUB1,RDO4","histone mono-ubiquitination 1",18
"Bra009578","Bra009578","PF00403","PTHR22814","KOG1603","","","AT5G02600.1","","Heavy metal transport/detoxification superfamily protein",18
"Bra031586","Bra031586","PF01535","PTHR10483","","","","AT1G07590.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",18
"Bra022164","Bra022164","PF02309","","","","","AT3G16500.1","IAA26,PAP1","phytochrome-associated protein 1",18
"Bra000460","Bra000460","PF02798,PF00043","PTHR11260","KOG0867","2.5.1.18","K00799","AT2G47730.1","ATGSTF5,ATGSTF8,GST6,GSTF8","glutathione S-transferase phi 8",18
"Bra007610","Bra007610","PF00155","PTHR11751","KOG0259","","","AT4G23590.1","","Tyrosine transaminase family protein",18
"Bra018573","Bra018573","PF03059","","","2.5.1.43","K05953","AT1G09240.1","ATNAS3,NAS3","nicotianamine synthase 3",18
"Bra001045","Bra001045","PF00566","PTHR22957","KOG1102","","","AT3G02460.1","","Ypt/Rab-GAP domain of gyp1p superfamily protein",18
"Bra023365","Bra023365","PF00031","PTHR11413","","","","AT5G12140.1","ATCYS1,CYS1","cystatin-1",18
"Bra037045","Bra037045","PF00249","PTHR10641","KOG0048","","","AT4G32730.2","ATMYB3R-1,ATMYB3R1,MYB3R-1,MYB3R1,PC-MYB1","Homeodomain-like protein",18
"Bra001196","Bra001196","PF00642","PTHR12620","KOG1677","","","AT3G06410.1","","Zinc finger C-x8-C-x5-C-x3-H type family protein",18
"Bra010337","Bra010337","","","","","","AT4G29100.1","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",18
"Bra026770","Bra026770","PF00847","","","","","AT1G15360.1","SHN1,WIN1","Integrase-type DNA-binding superfamily protein",18
"Bra027124","Bra027124","PF03114,PF00169,PF01412,PF00023","PTHR23180","KOG0521","","K12489","AT1G60860.1","AGD2","ARF-GAP domain 2",18
"Bra000328","Bra000328","PF02181","PTHR23213","KOG1922","","","AT2G43800.1","","Actin-binding FH2 (formin homology 2) family protein",18
"Bra026366","Bra026366","","","","","","AT4G27240.1","","zinc finger (C2H2 type) family protein",18
"Bra030842","Bra030842","PF00400","PTHR22847","","","","AT1G55680.1","","Transducin/WD40 repeat-like superfamily protein",18
"Bra029978","Bra029978","PF00249","PTHR21717:SF4","","","K09422","AT3G49850.1","ATTRB3,TBP2,TRB3","telomere repeat binding factor 3",18
"Bra032191","Bra032191","PF07716,PF00170","PTHR13301:SF7","","","","AT1G43700.1","SUE3,VIP1","VIRE2-interacting protein 1",18
"Bra000207","Bra000207","PF00097","PTHR22763","KOG1493","6.3.2.19","K11982","AT2G40830.1","RHC1A","RING-H2 finger C1A",18
"Bra003344","Bra003344","PF03372","PTHR12121","KOG0620","","","AT3G58580.1","","DNAse I-like superfamily protein",18
"Bra013824","Bra013824","","","","","","AT4G24680.1","MOS1","modifier of snc1",18
"Bra029295","Bra029295","PF00169,PF01412,PF00023","PTHR23180","KOG0521","","","AT5G61980.1","AGD1","ARF-GAP domain 1",18
"Bra017684","Bra017684","PF05922,PF00082,PF02225","PTHR10795","","","","AT4G34980.1","SLP2","subtilisin-like serine protease 2",18
"Bra009600","Bra009600","PF04099,PF04628","PTHR23249","KOG3368","","","AT5G02280.1","","SNARE-like superfamily protein",18
"Bra015298","Bra015298","PF02309","","","","","AT1G04250.1","AXR3,IAA17","AUX/IAA transcriptional regulator family protein",18
"Bra015954","Bra015954","PF04083","PTHR11005","KOG2624","","","AT1G73920.1","","alpha/beta-Hydrolases superfamily protein",18
"Bra007924","Bra007924","PF04864,PF00155","PTHR11751","","","","AT1G70560.1","SAV3,TAA1,WEI8","tryptophan aminotransferase of Arabidopsis 1",18
"Bra022600","Bra022600","","","","","","AT5G52550.1","","",18
"Bra023619","Bra023619","PF00403","PTHR22814","KOG1603","","","AT5G17450.1","","Heavy metal transport/detoxification superfamily protein",18
"Bra003034","Bra003034","","","","","","AT5G53800.1","","",18
"Bra036252","Bra036252","PF00069,PF07714","PTHR23258","KOG1187","","","AT4G02630.1","","Protein kinase superfamily protein",18
"Bra034271","Bra034271","PF00230","PTHR19139","KOG0223","","K09873","AT2G25810.1","TIP4;1","tonoplast intrinsic protein 4;1",18
"Bra018525","Bra018525","","","","","","AT4G02880.2","","",18
"Bra001949","Bra001949","PF03348","PTHR10383","KOG2592","","","AT3G24460.1","","Serinc-domain containing serine and sphingolipid biosynthesis protein",18
"Bra013087","Bra013087","PF05562","","","","","AT2G15970.1","ATCOR413-PM1,ATCYP19,COR413-PM1,FL3-5A3,WCOR413,WCOR413-LIKE","cold regulated 413 plasma membrane 1",18
"Bra026514","Bra026514","PF00005,PF01061","PTHR19241","KOG0061","","","AT3G25620.2","","ABC-2 type transporter family protein",18
"Bra039710","Bra039710","PF00759","PTHR22298","","","","AT1G71380.1","ATCEL3,ATGH9B3,CEL3","cellulase 3",18
"Bra005206","Bra005206","PF00566","PTHR22957","KOG2058","","","AT2G37290.1","","Ypt/Rab-GAP domain of gyp1p superfamily protein",18
"Bra014504","Bra014504","PF06217","","","","","AT5G42520.1","ATBPC6,BBR/BPC6,BPC6","basic pentacysteine 6",18
"Bra004081","Bra004081","PF01477,PF00305","PTHR11771","","1.13.11.12","K00454","AT1G67560.1","","PLAT/LH2 domain-containing lipoxygenase family protein",18
"Bra007614","Bra007614","","","","","","AT3G61570.1","GC3,GDAP1","GRIP-related ARF-binding domain-containing protein 1",18
"Bra018593","Bra018593","PF11789,PF02891","","","","","AT1G08910.1","EMB3001","zinc ion binding;zinc ion binding",18
"Bra017604","Bra017604","PF04057,PF01336,PF08646","PTHR23273","KOG0851","","K07466","AT5G45400.1","ATRPA70C,RPA70C","Replication factor-A protein 1-related",18
"Bra039085","Bra039085","","PTHR23125","","","","AT3G27290.1","","RNI-like superfamily protein",18
"Bra002354","Bra002354","PF08263,PF00560","PTHR23258","","","","AT5G21090.1","","Leucine-rich repeat (LRR) family protein",18
"Bra014853","Bra014853","PF00234","","","","","AT3G53980.1","","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein",18
"Bra026097","Bra026097","PF00035,PF03556","PTHR12281","","","","AT1G15860.1","","Domain of unknown function (DUF298)",18
"Bra030054","Bra030054","PF08694","PTHR12921","KOG3357","","K12165","AT1G27530.1","","",18
"Bra039310","Bra039310","PF05686","PTHR12203","","","","AT2G45830.1","DTA2","downstream target of AGL15 2",18
"Bra035864","Bra035864","PF00650","PTHR10174","KOG1470","","","AT5G63060.1","","Sec14p-like phosphatidylinositol transfer family protein",18
"Bra019522","Bra019522","PF00171","PTHR11699","KOG2450","1.2.1.3","K00128","AT3G48000.1","ALDH2,ALDH2A,ALDH2B4","aldehyde dehydrogenase 2B4",18
"Bra013593","Bra013593","PF08059,PF00789","PTHR23333","KOG2086","","","AT4G22150.1","PUX3","plant UBX domain-containing protein 3",18
"Bra006464","Bra006464","PF06814","PTHR21229","KOG2569","","","AT5G18520.1","","Lung seven transmembrane receptor family protein",18
"Bra028679","Bra028679","PF00130,PF00781,PF00609","PTHR11255","KOG1169","2.7.1.107","K00901","AT5G07920.1","ATDGK1,DGK1","diacylglycerol kinase1",18
"Bra034254","Bra034254","PF00646","PTHR23125","KOG2120","","K14515","AT2G25490.1","EBF1,FBL6","EIN3-binding F box protein 1",18
"Bra040045","Bra040045","","PTHR10615","KOG4443","","","AT3G08020.1","","PHD finger family protein",18
"Bra024773","Bra024773","PF00168","PTHR23180","KOG1030","","","AT4G05330.1","AGD13","ARF-GAP domain 13",18
"Bra024864","Bra024864","PF00293","PTHR12629","KOG2839","","","AT2G01670.1","atnudt17,NUDT17","nudix hydrolase homolog 17",18
"Bra001925","Bra001925","PF00320","PTHR22949:SF3","","","","AT3G24050.1","GATA1","GATA transcription factor 1",18
"Bra035092","Bra035092","","PTHR22996","KOG1100","","","AT1G79110.2","","zinc ion binding",18
"Bra022901","Bra022901","","PTHR15157","KOG2896","","","AT2G32760.1","","",18
"Bra039238","Bra039238","PF01397,PF03936,PF00892,PF03151","","","","","AT2G24220.1","ATPUP5,PUP5","purine permease 5",18
"Bra035940","Bra035940*","PF04004","PTHR23146","KOG2428","","","AT5G61150.2","VIP4","leo1-like family protein",18
"Bra035941","Bra035941*","PF07983","","","","","AT5G61130.1","PDCB1","plasmodesmata callose-binding protein 1",18
"Bra026629","Bra026629*","","","","","","AT3G02800.1","","Tyrosine phosphatase family protein",18
"Bra026630","Bra026630*","PF00722,PF06955","","","2.4.1.207","K08235","AT2G01850.1","ATXTH27,EXGT-A3,XTH27","endoxyloglucan transferase A3",18
"Bra023706","Bra023706*","PF12481","","","","","AT5G19140.2","AILP1,ATAILP1","Aluminium induced protein with YGL and LRDR motifs",18
"Bra023707","Bra023707*","PF12481,PF12504","PTHR11772","","","","AT5G19140.1","AILP1,ATAILP1","Aluminium induced protein with YGL and LRDR motifs",18
"Bra029801","Bra029801*","PF01603","PTHR10257","KOG2085","","K11584","AT3G09880.1","ATB\' BETA","Protein phosphatase 2A regulatory B subunit family protein",18
"Bra031652","Bra031652*","PF01425","PTHR11895","KOG1211","","","AT1G08980.1","AMI1,ATAMI1,ATTOC64-I,TOC64-I","amidase 1",18
"Bra031653","Bra031653*","PF01501","PTHR11183","KOG1950","","","AT1G08990.1","PGSIP5","plant glycogenin-like starch initiation protein 5",18
"Bra031654","Bra031654*","PF00571","PTHR13780","KOG1764","","","AT1G09020.1","ATSNF4,SNF4","homolog of yeast sucrose nonfermenting 4",18
"Bra038913","Bra038913*","PF03462,PF00472","PTHR11075","KOG2726","","K02836","AT1G56350.1","","Peptide chain release factor 2",18
"Bra038914","Bra038914*","","","","","","AT1G14800.1","","Nucleic acid-binding, OB-fold-like protein",18
"Bra032135","Bra032135*","PF01423","PTHR10553","KOG1780","","K11099","AT3G11500.1","","Small nuclear ribonucleoprotein family protein",18
"Bra032136","Bra032136*","PF00515,PF07719","PTHR22904","KOG4234","","","AT4G30480.2","","Tetratricopeptide repeat (TPR)-like superfamily protein",18
"Bra016198","Bra016198*","PF03407","PTHR10994","","","","AT1G70630.1","","Nucleotide-diphospho-sugar transferase family protein",18
"Bra016199","Bra016199*","PF06244","PTHR21680","KOG3223","","","AT1G16210.1","","",18
"Bra027573","Bra027573*","PF00403,PF00122,PF00702","PTHR11939","KOG0207","3.6.3.4","K01533","AT5G44790.1","HMA7,RAN1","copper-exporting ATPase / responsive-to-antagonist 1 / copper-transporting ATPase (RAN1)",18
"Bra027574","Bra027574*","PF00628,PF00385,PF00176,PF00271,PF06465","PTHR10799","KOG0384","","","AT5G44800.1","CHR4,PKR1","chromatin remodeling 4",18
"Bra004247","Bra004247*","PF00004,PF01434","PTHR23076","KOG0731","3.4.24.-","K03798","AT5G42270.1","FTSH5,VAR1","FtsH extracellular protease family",18
"Bra004248","Bra004248*","","","","","","","","",18
"Bra035937","Bra035937*","PF08263,PF00560","PTHR23258","","","","AT5G61240.1","","Leucine-rich repeat (LRR) family protein",18
"Bra035938","Bra035938*","PF01936,PF00023","PTHR18958","","","","AT5G61230.1","","Ankyrin repeat family protein",18
"Bra013909","Bra013909*","","","","","","AT4G25670.1","","",18
"Bra013911","Bra013911*","","","","","","AT4G25670.1","","",18
"Bra013225","Bra013225","PF00254","PTHR10516","KOG0549","5.2.1.8","K09569","AT3G25220.1","FKBP15-1","FK506-binding protein 15 kD-1",19
"Bra002255","Bra002255","PF02516","PTHR13872","KOG2292","2.4.1.119","K07151","AT5G19690.1","STT3A","staurosporin and temperature sensitive 3-like A",19
"Bra040669","Bra040669","PF00560","PTHR23258","","","","AT3G19320.1","","Leucine-rich repeat (LRR) family protein",19
"Bra013846","Bra013846","PF00584","PTHR12309","KOG3498","","K07342","AT4G24920.1","","secE/sec61-gamma protein transport protein",19
"Bra009416","Bra009416","PF00011","PTHR11527:SF12","","","","AT5G04890.1","RTM2","HSP20-like chaperones superfamily protein",19
"Bra027258","Bra027258","","","","","","","","",19
"Bra023249","Bra023249","PF02109","PTHR10705","KOG1746","","","AT2G35520.1","DAD2","Defender against death (DAD family) protein",19
"Bra037170","Bra037170","PF01569","PTHR11247","KOG3146","","","AT5G66450.2","","Phosphatidic acid phosphatase (PAP2) family protein",19
"Bra040652","Bra040652","","","","","","AT4G16447.1","","",19
"Bra013592","Bra013592","PF01426,PF00628","PTHR12505","","","","AT4G22140.1","EBS","PHD finger family protein / bromo-adjacent homology (BAH) domain-containing protein",20
"Bra014730","Bra014730","","","","","","AT3G55646.1","","",20
"Bra038326","Bra038326","PF00319,PF01486","PTHR11945","KOG0014","","K09264","AT1G69120.1","AGL7,AP1","K-box region and MADS-box transcription factor family protein",20
"Bra019684","Bra019684","","PTHR13299:SF3","","","","","","",20
"Bra017985","Bra017985","","PTHR10783:SF10","","","","AT3G29060.1","","EXS (ERD1/XPR1/SYG1) family protein",20
"Bra005742","Bra005742","PF00139,PF00069,PF07714","PTHR23258","KOG1187","","","AT5G03140.1","","Concanavalin A-like lectin protein kinase family protein",20
"Bra008344","Bra008344","PF02358","PTHR10788","","","","AT1G78090.1","ATTPPB,TPPB","trehalose-6-phosphate phosphatase",20
"Bra011362","Bra011362","","","","","","","","",20
"Bra010085","Bra010085","PF00249","PTHR10641","KOG0048","","","AT5G62470.2","ATMYB96,MYB96,MYBCOV1","myb domain protein 96",20
"Bra013372","Bra013372","PF00931,PF05729,PF00560","PTHR23155","KOG4658","","K06685","AT4G19050.1","","NB-ARC domain-containing disease resistance protein",20
"Bra040547","Bra040547","PF11594","PTHR13871:SF2","","","","AT3G01680.1","","",20
"Bra029903","Bra029903","PF00383","PTHR11086","KOG3127","3.5.4.12","K01493","AT3G48540.1","","Cytidine/deoxycytidylate deaminase family protein",21
"Bra035381","Bra035381","PF03924,PF00512,PF02518,PF00072","PTHR23283","KOG0519","2.7.13.3","K14489","AT5G35750.1","AHK2,HK2","histidine kinase 2",21
"Bra036823","Bra036823","PF09202,PF01163,PF06293","PTHR10593","KOG2268","2.7.11.1","K07179","AT3G51270.1","","protein serine/threonine kinases;ATP binding;catalytics",21
"Bra035332","Bra035332","PF10584,PF00227","PTHR11599","KOG0863","3.4.25.1","K02725","AT5G42790.1","ARS5,ATPSM30,PAF1","proteasome alpha subunit F1",21
"Bra020984","Bra020984","PF00400","PTHR14091","KOG0270","","","AT4G18905.1","","Transducin/WD40 repeat-like superfamily protein",21
"Bra008029","Bra008029","PF01008","PTHR10233","KOG1466","","K03239","AT1G72340.1","","NagB/RpiA/CoA transferase-like superfamily protein",21
"Bra029940","Bra029940","","","","","","","","",21
"Bra032169","Bra032169","PF00856","PTHR22884","","2.1.1.43","K11430","AT2G23380.1","CLF,ICU1,SDG1,SET1","SET domain-containing protein",21
"Bra007462","Bra007462","","","","","","AT2G24615.1","","Defensin-like (DEFL) family protein",21
"Bra014938","Bra014938","PF07189","PTHR20978","KOG3485","","K12832","AT3G23325.1","","Splicing factor 3B subunit 5/RDS3 complex subunit 10",21
"Bra037430","Bra037430","","","","","","AT5G49210.1","","",21
"Bra013132","Bra013132","","PTHR13168","","","","AT2G14045.1","","",21
"Bra024701","Bra024701","PF00696","","","","","AT1G26640.1","","Amino acid kinase family protein",21
"Bra020759","Bra020759","","","","","","AT1G03710.1","","Cystatin/monellin superfamily protein",21
"Bra026581","Bra026581","PF00612","","","","","AT2G02790.1","IQD29","IQ-domain 29",21
"Bra014689","Bra014689","PF11969,PF01230","PTHR23089","KOG3275","","","AT3G56490.1","HINT1,HIT3","HIS triad family protein 3",21
"Bra030340","Bra030340","PF07734,PF08268","","","","","AT2G43260.1","","F-box and associated interaction domains-containing protein",21
"Bra012637","Bra012637","PF01546,PF07687","PTHR11014","KOG2276","3.5.1.16","K01438","AT4G17830.1","","Peptidase M20/M25/M40 family protein",21
"Bra031745","Bra031745","PF01398","PTHR10410","KOG1560","","K03247","AT1G10840.1","TIF3H1","translation initiation factor 3 subunit H1",21
"Bra001250","Bra001250","PF00152","PTHR22594","KOG0554","6.1.1.22","K01893","AT3G07420.1","ATNS2,NS2,SYNC2,SYNC2_ARATH","asparaginyl-tRNA synthetase 2",21
"Bra040776","Bra040776","PF00628","PTHR10333","KOG1973","","","AT1G54390.3","ING2","PHD finger protein-related",21
"Bra021661","Bra021661","","PTHR12655","KOG2763","","","AT2G30720.1","","Thioesterase/thiol ester dehydrase-isomerase superfamily protein",21
"Bra000550","Bra000550","PF00400","PTHR19853","KOG0266","","","AT2G25420.1","","transducin family protein / WD-40 repeat family protein",21
"Bra032409","Bra032409","PF04321,PF00106,PF01370,PF02719,PF01073,PF07993","PTHR10366","KOG1371","5.1.3.5","K12448","AT1G30620.1","HSR8,MUR4,UXE1","NAD(P)-binding Rossmann-fold superfamily protein",21
"Bra020838","Bra020838","PF00515","PTHR22904","KOG1308","","","AT4G22670.1","AtHip1,HIP1","HSP70-interacting protein 1",21
"Bra014057","Bra014057","PF08246,PF00112,PF00396","PTHR12411","KOG1543","3.4.22.-","K01376","AT1G47128.1","RD21,RD21A","Granulin repeat cysteine protease family protein",21
"Bra016752","Bra016752","PF03223","PTHR10137","KOG2909","3.6.3.14","K02148","AT1G12840.1","ATVHA-C,DET3","vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump C subunit (DET3)",21
"Bra029253","Bra029253","","PTHR11699:SF8","","","","AT5G62530.1","ALDH12A1,ATP5CDH,P5CDH","aldehyde dehydrogenase 12A1",21
"Bra016870","Bra016870","PF00149","PTHR11668","KOG0371","3.1.3.16","K04382","AT2G42500.1","PP2A-3","protein phosphatase 2A-3",21
"Bra028191","Bra028191","PF00291","PTHR10314","KOG1395","4.2.1.20","K06001","AT5G38530.1","TSBtype2","tryptophan synthase beta type 2",21
"Bra038656","Bra038656","PF00560,PF00069,PF07714","PTHR23258","KOG1187","","","AT5G63710.1","","Leucine-rich repeat protein kinase family protein",21
"Bra004782","Bra004782","PF02391","PTHR23404","KOG3307","2.-.-.-","K03635","AT2G43760.1","","molybdopterin biosynthesis MoaE family protein",21
"Bra009336","Bra009336","PF02629,PF00549","PTHR11117","KOG1255","6.2.1.4,6.2.1.5","K01899","AT5G08300.1","","Succinyl-CoA ligase, alpha subunit",21
"Bra000424","Bra000424","PF02096","PTHR12428","KOG1239","","K03217","AT2G46470.1","OXA1L","inner membrane protein OXA1-like",21
"Bra005261","Bra005261","PF03952,PF00113,PF07476","PTHR11902","KOG2670","4.2.1.11","K01689","AT2G36530.1","ENO2,LOS2","Enolase",21
"Bra004023","Bra004023","","","","","","AT1G68680.1","","",21
"Bra004587","Bra004587","","","","","","AT2G40800.1","","",21
"Bra001735","Bra001735","PF00076","PTHR10432","KOG0148","","","AT3G19130.1","ATRBP47B,RBP47B","RNA-binding protein 47B",21
"Bra023971","Bra023971","PF02330","","KOG2536","","","AT4G31930.1","","Mitochondrial glycoprotein family protein",21
"Bra023704","Bra023704","","PTHR13683","KOG1339","","","AT5G19110.1","","Eukaryotic aspartyl protease family protein",21
"Bra006233","Bra006233","PF05753","PTHR12861","KOG3317","","K13250","AT5G14030.1","","translocon-associated protein beta (TRAPB) family protein",21
"Bra006200","Bra006200","PF00213","PTHR11910","KOG1662","3.6.3.14","K02137","AT5G13450.1","ATP5","delta subunit of Mt ATP synthase",21
"Bra023413","Bra023413","PF00213","PTHR11910","KOG1662","3.6.3.14","K02137","AT5G13450.1","ATP5","delta subunit of Mt ATP synthase",21
"Bra017386","Bra017386","","","","","","AT2G03420.1","","",21
"Bra018378","Bra018378","PF03952,PF00113","PTHR11902","KOG2670","4.2.1.11","K01689","AT2G29560.1","ENOC","cytosolic enolase",21
"Bra019508","Bra019508","PF12146,PF08840,PF08386","PTHR10992","KOG4667","","","AT3G47590.1","","alpha/beta-Hydrolases superfamily protein",21
"Bra005387","Bra005387","PF04321,PF00106,PF01370,PF02719,PF01073,PF07993","PTHR10366","KOG1371","","","AT1G30620.1","HSR8,MUR4,UXE1","NAD(P)-binding Rossmann-fold superfamily protein",21
"Bra040756","Bra040756","PF00730,PF00633","PTHR10359","","3.2.2.-","K03575","AT4G12740.1","","HhH-GPD base excision DNA repair family protein",21
"Bra008509","Bra008509","PF04146","PTHR12357","KOG1901","","","AT5G61020.1","ECT3","evolutionarily conserved C-terminal region 3",21
"Bra000271","Bra000271","PF07847","PTHR22966","KOG4281","","","AT2G42670.1","","Protein of unknown function (DUF1637)",21
"Bra037220","Bra037220","PF07714,PF00069,PF00226","PTHR23258","KOG1187","","","AT4G34440.1","","Protein kinase superfamily protein",21
"Bra036571","Bra036571","","","","","","AT5G26230.1","","",21
"Bra011114","Bra011114","PF08646","PTHR23273","","","","AT4G29380.1","","protein kinase family protein / WD-40 repeat family protein",21
"Bra004243","Bra004243","PF08492","PTHR14094","KOG2376","","K03108","AT1G67680.1","","SRP72 RNA-binding domain",21
"Bra006456","Bra006456","PF05093","PTHR13273","","","","AT5G18400.2","","Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis",21
"Bra039740","Bra039740","PF01124","PTHR10250","","2.5.1.18","K00799","AT1G65820.3","","microsomal glutathione s-transferase, putative",21
"Bra017844","Bra017844","PF00696,PF00583","PTHR23091:SF1","KOG2436","","","AT4G37670.2","NAGS2","N-acetyl-l-glutamate synthase 2",21
"Bra001047","Bra001047","PF01535","PTHR10483","","","","AT3G02490.1","","Pentatricopeptide repeat (PPR) superfamily protein",21
"Bra004977","Bra004977","PF02458","","","","","AT2G40230.1","","HXXXD-type acyl-transferase family protein",21
"Bra011331","Bra011331","","","","","","AT4G32270.1","","Ubiquitin-like superfamily protein",21
"Bra020905","Bra020905","PF03031,PF00035","PTHR23081","","","","AT4G21670.1","ATCPL1,CPL1,FRY2","C-terminal domain phosphatase-like 1",21
"Bra039438","Bra039438","PF00031","","","","","AT3G05450.1","","",21
"Bra037363","Bra037363","PF01435","PTHR10120","KOG2719","3.4.24.84","K06013","AT4G01320.1","ATSTE24,STE24","Peptidase family M48 family protein",21
"Bra020234","Bra020234","PF00097,PF05762,PF00092","PTHR11439","KOG1493","","","AT5G60710.1","","Zinc finger (C3HC4-type RING finger) family protein",21
"Bra034488","Bra034488","PF04504","","","","","AT1G61730.1","","DNA-binding storekeeper protein-related transcriptional regulator",21
"Bra018790","Bra018790","","","","","","AT1G43770.2","","RING/FYVE/PHD zinc finger superfamily protein",21
"Bra007792","Bra007792","PF08276,PF00069,PF07714,PF11883","PTHR23258","KOG1187","","","AT1G11280.1","","S-locus lectin protein kinase family protein",21
"Bra031523","Bra031523","PF02705","","","","","AT1G60160.1","","Potassium transporter family protein",21
"Bra028193","Bra028193","PF00300","PTHR23029","KOG4754","","","AT2G17280.1","","Phosphoglycerate mutase family protein",21
"Bra038850","Bra038850","PF10253","","KOG3903","","","AT2G19270.1","","",21
"Bra010750","Bra010750","","","","","","AT4G14200.1","","Pentatricopeptide repeat (PPR) superfamily protein",21
"Bra004482","Bra004482","PF03462,PF00472","PTHR11075","KOG2726","","K02835","AT2G47020.1","","Peptide chain release factor 1",21
"Bra003298","Bra003298","PF00069,PF07714","PTHR23258","","","","AT3G57750.1","","Protein kinase superfamily protein",21
"Bra032981","Bra032981","PF10539","PTHR23230","","","","AT3G27090.1","","DCD (Development and Cell Death) domain protein",21
"Bra014862","Bra014862","PF01694","PTHR22936","KOG2289","","","AT3G53780.2","ATRBL4,RBL4","RHOMBOID-like protein 4",21
"Bra005002","Bra005002","PF03767","","","","","AT2G39920.2","","HAD superfamily, subfamily IIIB acid phosphatase",21
