"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Cluster"
"Bra028446","Bra028446","","","","","","","","",17
"Bra039263","Bra039263","PF00069,PF07714,PF06293","PTHR22982","KOG0032","","","AT2G46700.1","ATCRK3,CRK3","CDPK-related kinase 3",17
"Bra025488","Bra025488","PF11721,PF07714,PF00069","PTHR23258","KOG1187","","","AT5G39030.1","","Protein kinase superfamily protein",17
"Bra006304","Bra006304","PF00023","PTHR18958","KOG4412","","","AT5G15500.2","","Ankyrin repeat family protein",17
"Bra009268","Bra009268","PF03770","PTHR12400","KOG1620","","","AT5G07370.1","ATIPK2A,IPK2a","inositol polyphosphate kinase 2 alpha",17
"Bra029936","Bra029936","PF00224,PF03328","PTHR11817","KOG2323","2.7.1.40","K00873","AT3G49160.1","","pyruvate kinase family protein",17
"Bra031478","Bra031478","PF01820,PF07478","PTHR23132","","","","AT3G08840.2","","D-alanine--D-alanine ligase family",17
"Bra013175","Bra013175","PF07172","","","","","AT2G05540.1","","Glycine-rich protein family",17
"Bra003948","Bra003948","PF05042","","","","","AT1G70670.1","","Caleosin-related family protein",17
"Bra001507","Bra001507","PF00118","PTHR11353","KOG0356","","","AT3G13470.1","","TCP-1/cpn60 chaperonin family protein",17
"Bra011461","Bra011461","PF00155","PTHR11751","KOG0257","2.6.1.83","K10206","AT4G33680.1","AGD2","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein",17
"Bra003727","Bra003727","PF00134,PF02984","PTHR10177","KOG0653","","","AT1G76310.1","CYCB2;4","CYCLIN B2;4",17
"Bra005795","Bra005795","PF00010,PF02518,PF00204,PF01751,PF00986","PTHR10169","","","","AT3G10270.1","GYRB1","DNA GYRASE B1",17
"Bra007183","Bra007183","PF03759","","","","","AT3G55660.1","ATROPGEF6,ROPGEF6","ROP (rho of plants) guanine nucleotide exchange factor 6",17
"Bra014510","Bra014510","PF00232","PTHR10353","KOG0626","","","AT3G60140.1","BGLU30,DIN2,SRG2","Glycosyl hydrolase superfamily protein",17
"Bra011703","Bra011703","","","","","","AT4G36750.1","","Quinone reductase family protein",17
"Bra039052","Bra039052","PF00004","PTHR23070","KOG0743","","","AT3G28580.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein",17
"Bra028635","Bra028635","PF04674","","","","","AT5G09440.1","EXL4","EXORDIUM like 4",17
"Bra026116","Bra026116","PF01344","PTHR23230","","","","AT1G15670.1","","Galactose oxidase/kelch repeat superfamily protein",17
"Bra006374","Bra006374","PF07992,PF00070","PTHR22915","KOG2495","1.6.99.3","K03885","AT2G20800.1","NDB4","NAD(P)H dehydrogenase B4",17
"Bra031896","Bra031896","PF01145","PTHR13806","KOG2668","","","AT5G64870.1","","SPFH/Band 7/PHB domain-containing membrane-associated protein family",17
"Bra011409","Bra011409","","","","","","AT4G33050.3","EDA39","calmodulin-binding family protein",17
"Bra001988","Bra001988","PF03492","","","","","AT3G44840.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",17
"Bra006194","Bra006194","PF03321","","","","K14487","AT5G13320.1","GDG1,GH3.12,PBS3,WIN3","Auxin-responsive GH3 family protein",17
"Bra019686","Bra019686*","PF03105,PF03124","PTHR10783","KOG1162","","","AT1G14040.1","","EXS (ERD1/XPR1/SYG1) family protein",17
"Bra019688","Bra019688*","PF03105,PF03124","PTHR10783","KOG1162","","","AT1G14040.1","","EXS (ERD1/XPR1/SYG1) family protein",17
"Bra019689","Bra019689*","PF03105,PF03124","PTHR10783","KOG1162","","","AT1G14040.1","","EXS (ERD1/XPR1/SYG1) family protein",17
"Bra019690","Bra019690*","PF03105,PF03124","PTHR10783","KOG1162","","","AT1G14040.1","","EXS (ERD1/XPR1/SYG1) family protein",17
"Bra016572","Bra016572*","PF00069,PF07714","PTHR11295","KOG0659","2.7.11.22","K02202","AT1G18040.1","AT;CDCKD;3,CAK2AT,CDKD1;3","cyclin-dependent kinase D1;3",17
"Bra016573","Bra016573*","PF04928,PF01909,PF04926","PTHR10682","KOG2245","","","AT1G17980.1","PAPS1","poly(A) polymerase 1",17
"Bra015489","Bra015489*","PF08246","PTHR12411","","","","AT1G20850.1","XCP2","xylem cysteine peptidase 2",17
"Bra015490","Bra015490*","PF00112","PTHR12411","","","","AT1G20850.1","XCP2","xylem cysteine peptidase 2",17
"Bra000875","Bra000875*","PF02798,PF00043","PTHR11260","KOG0867","2.5.1.18","K00799","AT2G02930.1","ATGSTF3,GST16,GSTF3","glutathione S-transferase F3",17
"Bra000876","Bra000876*","PF02798,PF00043","PTHR11260","KOG0867","","","AT4G02520.1","ATGSTF2,ATPM24,ATPM24.1,GST2,GSTF2","glutathione S-transferase PHI 2",17
"Bra014658","Bra014658*","PF00010","PTHR19290","","","","AT3G56970.1","BHLH038,ORG2","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",17
"Bra014659","Bra014659*","PF00010","PTHR23349","","","","AT3G56970.1","BHLH038,ORG2","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",17
"Bra040819","Bra040819","PF00067","PTHR19383","KOG0156","1.14.-.-","K00517","AT3G26330.1","CYP71B37","cytochrome P450, family 71, subfamily B, polypeptide 37",18
"Bra028520","Bra028520","PF00400","PTHR14221","KOG0283","","","AT5G42010.1","","Transducin/WD40 repeat-like superfamily protein",18
"Bra000342","Bra000342","PF00646,PF01344","PTHR23230","","","","AT2G44130.1","","Galactose oxidase/kelch repeat superfamily protein",18
"Bra031158","Bra031158","PF01490","PTHR22950","KOG1303","","K13946","AT2G21050.1","LAX2","like AUXIN RESISTANT 2",18
"Bra027057","Bra027057","PF03106","","","","","AT1G62300.1","ATWRKY6,WRKY6","WRKY family transcription factor",18
"Bra002470","Bra002470","PF00097","PTHR23012","","","","AT5G60580.1","","RING/U-box superfamily protein",18
"Bra037739","Bra037739","PF04043,PF01095","","","","","AT2G43050.1","ATPMEPCRD","Plant invertase/pectin methylesterase inhibitor superfamily",18
"Bra030820","Bra030820","PF02365","","","","","AT1G56010.2","anac021,ANAC022,NAC1","NAC domain containing protein 1",18
"Bra033837","Bra033837","PF00335","","KOG3882","","","AT3G45600.1","TET3","tetraspanin3",18
"Bra036447","Bra036447","PF00232","PTHR10353","KOG0626","","","AT3G03640.1","BGLU25,GLUC","beta glucosidase 25",18
"Bra036834","Bra036834","PF00225,PF11995","PTHR16012","KOG0242","","","AT3G51150.2","","ATP binding microtubule motor family protein",18
"Bra031191","Bra031191*","PF00899,PF10585,PF02134","PTHR10953","KOG2013","6.3.2.19","K10685","AT2G21470.1","ATSAE2,EMB2764,SAE2","SUMO-activating enzyme 2",18
"Bra031192","Bra031192*","PF00257","","","","","AT2G21490.1","LEA","dehydrin LEA",18
"Bra029472","Bra029472*","PF03650","PTHR14154","KOG1589","","","AT1G64590.1","","NAD(P)-binding Rossmann-fold superfamily protein",18
"Bra029473","Bra029473*","PF08387","","","","","AT5G18770.1","","F-box/FBD-like domains containing protein",18
"Bra025162","Bra025162","PF02985,PF03097","PTHR10648","","","","AT3G25800.1","PDF1,PP2AA2,PR 65","protein phosphatase 2A  subunit A2",19
"Bra000054","Bra000054","","","","","","AT1G26610.1","","C2H2-like zinc finger protein",19
"Bra020188","Bra020188","PF02365","","","","","AT5G22380.1","anac090,NAC090","NAC domain containing protein 90",19
"Bra019443","Bra019443","","","","","","AT2G42940.1","","Predicted AT-hook DNA-binding family protein",19
"Bra010085","Bra010085","PF00249","PTHR10641","KOG0048","","","AT5G62470.2","ATMYB96,MYB96,MYBCOV1","myb domain protein 96",19
"Bra018039","Bra018039","PF03083","PTHR10791","KOG1623","","","AT3G48740.1","","Nodulin MtN3 family protein",19
"Bra030622","Bra030622","PF00560,PF07714,PF00069","PTHR23258","KOG1187","","","AT1G05700.1","","Leucine-rich repeat transmembrane protein kinase protein",19
"Bra018922","Bra018922","","","","","","","","",19
"Bra016190","Bra016190","PF04576","","","","","AT1G70750.1","","Protein of unknown function, DUF593",19
"Bra010566","Bra010566","PF03765,PF00650","PTHR10174","KOG1470","","","AT4G36640.1","","Sec14p-like phosphatidylinositol transfer family protein",19
"Bra023736","Bra023736","PF00069","PTHR22985","","","","AT3G23310.1","","AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein",19
"Bra021314","Bra021314","","","","","","","","",19
"Bra002697","Bra002697","","","","","","AT5G57780.1","","",19
"Bra032199","Bra032199","PF01490","PTHR22950","KOG1303","","","AT1G44100.1","AAP5","amino acid permease 5",19
"Bra010855","Bra010855","","","","","","AT1G28815.1","","",19
"Bra014074","Bra014074","","","","","","","","",19
"Bra005172","Bra005172","","","","","","AT2G37678.1","FHY1,FRY1,PAT3","far-red elongated hypocotyl 1",19
"Bra020737","Bra020737","PF01490,PF03222","PTHR22950","KOG1305","","","AT3G30390.1","","Transmembrane amino acid transporter family protein",19
"Bra018828","Bra018828","PF11865,PF02259,PF08771,PF00454,PF02260","PTHR11139","KOG0891","","K07203","AT1G50030.1","TOR","target of rapamycin",19
"Bra022938","Bra022938","PF00076","PTHR10432","KOG4205","","K14411","AT2G33410.1","","RNA-binding (RRM/RBD/RNP motifs) family protein",19
"Bra008790","Bra008790","","","","","","AT5G13970.1","","",19
"Bra016046","Bra016046","PF07011","","","","","AT1G72630.1","ELF4-L2","ELF4-like 2",19
"Bra002265","Bra002265*","PF02341","","","","","AT5G19855.1","","Chaperonin-like RbcX protein",19
"Bra002266","Bra002266*","PF04398","","","","","AT5G19860.1","","Protein of unknown function, DUF538",19
"Bra016231","Bra016231*","","","","","","AT1G70160.1","","",19
"Bra016232","Bra016232*","PF01753","PTHR13244","","","","AT1G70150.1","","zinc ion binding",19
"Bra033053","Bra033053*","PF00069,PF07714","PTHR23258","KOG1187","","","AT3G28690.2","","Protein kinase superfamily protein",19
"Bra033054","Bra033054*","PF01992","PTHR11028","KOG2957","3.6.3.14","K02146","AT3G28715.1","","ATPase, V0/A0 complex, subunit C/D",19
"Bra007776","Bra007776*","PF00013","PTHR10288","KOG1676","","","AT2G25970.1","","KH domain-containing protein",19
"Bra007777","Bra007777*","PF10604","","","","","AT2G25770.1","","Polyketide cyclase/dehydrase and lipid transport superfamily protein",19
"Bra026875","Bra026875*","PF05739","PTHR19305","","","","AT1G13890.1","ATSNAP30,SNAP30","soluble N-ethylmaleimide-sensitive factor adaptor protein 30",19
"Bra026876","Bra026876*","","","","","","AT1G13880.1","","ELM2 domain-containing protein",19
"Bra028417","Bra028417","PF04043","","","","","AT5G38610.1","","Plant invertase/pectin methylesterase inhibitor superfamily protein",20
"Bra027468","Bra027468","PF02213","PTHR14445","KOG1862","","","AT5G42950.1","","GYF domain-containing protein",20
"Bra039175","Bra039175","PF06480,PF07728,PF00004","PTHR23076","KOG0731","","","AT3G02450.1","","cell division protein ftsH, putative",20
"Bra022923","Bra022923","PF00917","PTHR10420","KOG1987","","","AT2G32870.1","","TRAF-like family protein",20
"Bra018695","Bra018695","PF04043","","","","","AT1G47960.1","ATC/VIF1,C/VIF1","cell wall / vacuolar inhibitor of fructosidase 1",20
"Bra020949","Bra020949","","","","","","AT4G19840.1","ATPP2-A1,ATPP2A-1,PP2-A1","phloem protein 2-A1",20
"Bra012364","Bra012364","PF00407,PF10604","","","","","AT1G23130.1","","Polyketide cyclase/dehydrase and lipid transport superfamily protein",20
"Bra027695","Bra027695","","","","","","","","",20
"Bra004066","Bra004066","","","","","","AT1G67870.1","","glycine-rich protein",20
"Bra004267","Bra004267","","","","","","AT1G67870.1","","glycine-rich protein",20
"Bra032518","Bra032518*","PF00917","PTHR10420","","","","AT1G04300.1","","TRAF-like superfamily protein",20
"Bra032519","Bra032519*","PF00203","PTHR11880","KOG0898","","K02958","AT1G04270.1","RPS15","cytosolic ribosomal protein S15",20
"Bra025671","Bra025671","PF01694","PTHR22936","KOG2980","","","AT1G18600.1","ATRBL12,RBL12","RHOMBOID-like protein 12",21
"Bra037398","Bra037398","PF01657","PTHR23258:SF311","","","","AT4G00970.1","CRK41","cysteine-rich RLK (RECEPTOR-like protein kinase) 41",21
"Bra003617","Bra003617","PF00581","PTHR11364","KOG1529","2.8.1.1,2.8.1.2","K01011","AT1G79230.1","ATMST1,ATRDH1,MST1,ST1,STR1","mercaptopyruvate sulfurtransferase 1",21
"Bra006555","Bra006555","PF00023,PF01529","PTHR22883","","","","AT5G20350.1","TIP1","Ankyrin repeat family protein with DHHC zinc finger domain",21
"Bra030908","Bra030908","PF00076","PTHR10432","KOG0148","","","AT1G54080.1","UBP1A","oligouridylate-binding protein 1A",21
"Bra003482","Bra003482","PF02362","","","","","AT3G61970.1","NGA2","AP2/B3-like transcriptional factor family protein",21
"Bra018857","Bra018857","PF00168","PTHR10024","","","","AT1G50570.1","","Calcium-dependent lipid-binding (CaLB domain) family protein",21
"Bra040416","Bra040416","PF04504","","","","","AT3G04930.1","","DNA-binding storekeeper protein-related transcriptional regulator",21
"Bra020157","Bra020157","PF01565,PF09265","PTHR13878","KOG1231","1.5.99.12","K00279","AT5G21482.1","ATCKX5,CKX7","cytokinin oxidase 7",21
"Bra038835","Bra038835","PF00690,PF00122,PF00702","PTHR11939","KOG0205","3.6.3.6","K01535","AT2G18960.1","AHA1,HA1,OST2,PMA","H(+)-ATPase 1",21
"Bra016095","Bra016095","PF00005,PF01061","PTHR19241","KOG0061","","","AT1G71960.1","ABCG25,ATABCG25","ATP-binding casette family G25",21
"Bra025461","Bra025461","","PTHR23160","KOG0978","","","AT5G41790.1","CIP1","COP1-interactive protein 1",21
"Bra037045","Bra037045","PF00249","PTHR10641","KOG0048","","","AT4G32730.2","ATMYB3R-1,ATMYB3R1,MYB3R-1,MYB3R1,PC-MYB1","Homeodomain-like protein",22
"Bra001951","Bra001951","PF10545","","KOG4282","","","AT3G24490.1","","Alcohol dehydrogenase transcription factor Myb/SANT-like family protein",22
"Bra032191","Bra032191","PF07716,PF00170","PTHR13301:SF7","","","","AT1G43700.1","SUE3,VIP1","VIRE2-interacting protein 1",22
"Bra033478","Bra033478","PF00301","","","","","AT1G54500.1","","Rubredoxin-like superfamily protein",22
"Bra031802","Bra031802","PF00378","PTHR11941","KOG1684","3.1.2.4","K05605","AT5G65940.1","CHY1","beta-hydroxyisobutyryl-CoA hydrolase 1",22
"Bra037991","Bra037991","PF00076","PTHR23147","","","","AT1G55310.3","ATSCL33,SCL33,SR33","SC35-like splicing factor 33",22
"Bra005976","Bra005976","PF00808","PTHR11064","KOG0871","","","AT5G23090.1","NF-YB13","nuclear factor Y, subunit B13",22
"Bra018593","Bra018593","PF11789,PF02891","","","","","AT1G08910.1","EMB3001","zinc ion binding;zinc ion binding",22
"Bra025725","Bra025725","PF00412,PF12315","PTHR18973","KOG1703","","","AT1G19270.1","DA1","DA1",22
"Bra039661","Bra039661","PF01699","PTHR10891","","","","AT1G53210.1","","sodium/calcium exchanger family protein / calcium-binding EF hand family protein",22
"Bra005077","Bra005077","PF07839","","","","","AT2G38800.1","","Plant calmodulin-binding protein-related",22
"Bra034484","Bra034484","","","","","","","","",22
"Bra038161","Bra038161","PF04795","PTHR21561","","","","AT1G56460.1","","HIT zinc finger ;PAPA-1-like conserved region",22
"Bra015298","Bra015298","PF02309","","","","","AT1G04250.1","AXR3,IAA17","AUX/IAA transcriptional regulator family protein",22
"Bra022182","Bra022182","PF00295","","","","","AT3G16850.1","","Pectin lyase-like superfamily protein",22
"Bra017081","Bra017081","PF03399,PF10075","PTHR12436","KOG1861","","","AT2G39340.1","","SAC3/GANP/Nin1/mts3/eIF-3 p25 family",22
"Bra019154","Bra019154","PF00249","PTHR10641","KOG0048","","K09422","AT4G25560.1","AtMYB18,MYB18","myb domain protein 18",22
"Bra007105","Bra007105","PF04564,PF00514,PF05804","PTHR22849","","","","AT3G54850.1","ATPUB14,PUB14","plant U-box 14",22
"Bra025165","Bra025165","PF00069,PF07714","PTHR11295","KOG0670","","","AT3G25840.1","","Protein kinase superfamily protein",22
"Bra019403","Bra019403","","","","","","","","",22
"Bra000472","Bra000472","PF00169","PTHR22903","","","","AT2G29700.1","ATPH1,PH1","pleckstrin homologue 1",22
"Bra015594","Bra015594","","","","","","AT1G07610.1","MT1C","metallothionein 1C",22
"Bra037055","Bra037055","","","","","","AT4G13530.1","","",22
"Bra037380","Bra037380","","","","","","AT4G01150.1","","",22
"Bra031879","Bra031879","PF02358","PTHR10788","","","","AT5G65140.1","","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein",22
"Bra007610","Bra007610","PF00155","PTHR11751","KOG0259","","","AT4G23590.1","","Tyrosine transaminase family protein",22
"Bra000460","Bra000460","PF02798,PF00043","PTHR11260","KOG0867","2.5.1.18","K00799","AT2G47730.1","ATGSTF5,ATGSTF8,GST6,GSTF8","glutathione S-transferase phi 8",22
"Bra011777","Bra011777","PF03514","","","","","AT4G37650.1","SGR7,SHR","GRAS family transcription factor",22
"Bra029344","Bra029344","PF03634","","","","","AT5G60970.1","TCP5","TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 5",22
"Bra001045","Bra001045","PF00566","PTHR22957","KOG1102","","","AT3G02460.1","","Ypt/Rab-GAP domain of gyp1p superfamily protein",22
"Bra023365","Bra023365","PF00031","PTHR11413","","","","AT5G12140.1","ATCYS1,CYS1","cystatin-1",22
"Bra017684","Bra017684","PF05922,PF00082,PF02225","PTHR10795","","","","AT4G34980.1","SLP2","subtilisin-like serine protease 2",22
"Bra026366","Bra026366","","","","","","AT4G27240.1","","zinc finger (C2H2 type) family protein",22
"Bra017758","Bra017758*","PF01565,PF02913","PTHR11748","KOG1232","","","AT4G36400.1","","FAD-linked oxidases family protein",22
"Bra017759","Bra017759*","PF00179","PTHR11621","KOG0427","","","AT4G36410.1","UBC17","ubiquitin-conjugating enzyme 17",22
"Bra009107","Bra009107*","","","","","","AT5G05360.1","","",22
"Bra009108","Bra009108*","PF00403","PTHR22814","KOG1603","","","AT5G05365.1","","Heavy metal transport/detoxification superfamily protein",22
"Bra029969","Bra029969*","","","","","","","","",22
"Bra029970","Bra029970*","","","","","","AT4G26080.1","ABI1,AtABI1","Protein phosphatase 2C family protein",22
"Bra032315","Bra032315*","PF05562","","","","","AT1G29390.1","COR314-TM2,COR413IM2","cold regulated 314 thylakoid membrane 2",22
"Bra032316","Bra032316*","PF00076,PF04059","PTHR10432","KOG4660","","","AT1G29400.1","AML5,ML5","MEI2-like protein 5",22
"Bra008392","Bra008392*","PF04725","","","","K03541","AT1G79040.1","PSBR","photosystem II subunit R",22
"Bra008393","Bra008393*","PF00154,PF06745,PF08423","PTHR22942","KOG1433","","","AT1G79050.1","","recA DNA recombination family protein",22
